12345,-69,54321,-72
12345,-72,54321,0
12345,-67,54321,-65
12345,-68,54321,-64
12345,-72,54321,-65
12345,-67,54321,-65
12345,-68,54321,-66
12345,-72,54321,-66
12345,-68,54321,-66
12345,0,54321,-66
12345,-67,54321,-72
12345,-68,54321,-72
12345,-72,54321,-72
12345,-67,54321,-72
12345,-72,54321,0
12345,-67,54321,-65
12345,-68,54321,-65
12345,-72,54321,-64
12345,-67,54321,-66
12345,-72,54321,-66
12345,-67,54321,-66
12345,-68,54321,0
12345,-72,54321,-66
12345,-67,54321,-66
12345,-72,54321,-66
12345,-72,54321,-72
12345,-68,54321,-72
12345,-67,54321,-72
12345,-68,54321,-65
12345,-72,54321,-65
12345,-67,54321,-64
12345,-72,54321,0
12345,-67,54321,-66
12345,-68,54321,0
12345,-72,54321,-66
12345,-67,54321,-66
12345,-68,54321,-66
12345,-72,54321,-72
12345,-68,54321,-72
12345,-72,54321,-72
12345,-72,54321,-64
12345,-68,54321,-65
12345,-72,54321,-64
12345,-67,54321,-65
12345,-68,54321,-65
12345,-72,54321,-66
12345,-68,54321,-66
12345,-72,54321,-66
12345,-67,54321,-66
12345,-68,54321,0
12345,-72,54321,-72
12345,-68,54321,-72
12345,-68,54321,-72
12345,-72,54321,-72
12345,-68,54321,-65
12345,-72,54321,-65
12345,-67,54321,-65
12345,-68,54321,-65
12345,-67,54321,-65
12345,-68,54321,-66
12345,-72,54321,-66
12345,-67,54321,-66
12345,-68,54321,-72
12345,-67,54321,-72
12345,-68,54321,-72
12345,-72,54321,-72
12345,-67,54321,-72
12345,-69,54321,-72
12345,-72,54321,-72
12345,-68,54321,-71
12345,-72,54321,-72
12345,-67,54321,0
12345,-68,54321,-65
12345,-72,54321,-64
12345,-67,54321,-65
12345,-68,54321,-66
12345,-72,54321,-66
12345,-68,54321,-66
12345,-72,54321,-66
12345,-68,54321,-66
12345,-68,54321,-71
12345,-72,54321,0
12345,-68,54321,-72
12345,-72,54321,-72
12345,-67,54321,-65
12345,-68,54321,-65
12345,-72,54321,-65
12345,-67,54321,-65
12345,-68,54321,-65
12345,-68,54321,-66
12345,-72,54321,-66
12345,-67,54321,0
12345,-68,54321,-65
12345,-67,54321,-71
12345,-68,54321,-71
12345,-72,54321,-72
12345,-67,54321,-72
12345,-68,54321,-72
12345,-72,54321,-65
12345,-68,54321,-64
12345,-72,54321,-65
12345,-67,54321,0
12345,-68,54321,-66
12345,-72,54321,-66
12345,-67,54321,-66
12345,-72,54321,-66
12345,-67,54321,-72
12345,-69,54321,-71
12345,-72,54321,-72
12345,0,54321,-72
12345,-68,54321,-65
12345,-72,54321,0
12345,-67,54321,-65
12345,-68,54321,-65
12345,-72,54321,-66
12345,-68,54321,-66
12345,-72,54321,-66
12345,-67,54321,-71
12345,-72,54321,-71
12345,-68,54321,-72
12345,-72,54321,-72
12345,-67,54321,-72
12345,-67,54321,-65
12345,-72,54321,-65
12345,-67,54321,-65
12345,-67,54321,-65
12345,-72,54321,-66
12345,-67,54321,-66
12345,-69,54321,-66
12345,-72,54321,-66
12345,-67,54321,-66
12345,-68,54321,0
12345,-72,54321,-72
12345,-67,54321,0
12345,-68,54321,-72
12345,-67,54321,-72
12345,-68,54321,-72
12345,-72,54321,-65
12345,-67,54321,-65
12345,-68,54321,-65
12345,-72,54321,-64
12345,-67,54321,-65
12345,-68,54321,-65
12345,-72,54321,-66
12345,-67,54321,-66
12345,-68,54321,-66
12345,-72,54321,-66
12345,-68,54321,0
12345,-72,54321,-72
12345,-67,54321,-72
12345,-68,54321,-72
12345,-72,54321,-65
12345,-68,54321,-65
12345,-72,54321,-64
12345,-67,54321,-65
12345,-68,54321,-65
12345,-72,54321,-66
12345,-68,54321,-66
12345,-72,54321,-66
12345,-67,54321,0
12345,-68,54321,-72
12345,0,54321,0
12345,-68,54321,-72
12345,-72,54321,-72
12345,-67,54321,-65
12345,-68,54321,-65
12345,-67,54321,-65
12345,-68,54321,-65
12345,-72,54321,-66
12345,-68,54321,-66
12345,-72,54321,-66
12345,-67,54321,0
12345,-68,54321,-72
12345,-72,54321,-71
12345,-68,54321,-72
12345,-72,54321,-71
12345,-67,54321,-64
12345,-68,54321,-66
12345,-72,54321,-69
12345,-67,54321,-65
12345,-68,54321,-64
12345,-67,54321,0
12345,-68,54321,-65
12345,-72,54321,-65
12345,-67,54321,-65
12345,-68,54321,-66
12345,-72,54321,-66
12345,-68,54321,0
12345,-72,54321,-66
12345,-67,54321,-66
12345,0,54321,0
12345,-67,54321,-66
12345,-68,54321,-72
12345,-72,54321,-72
12345,-67,54321,-72
12345,-68,54321,-64
12345,-72,54321,-65
12345,-67,54321,-65
12345,-68,54321,-65
12345,-72,54321,-66
12345,-67,54321,-66
